LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID1508887,1508887,0,4.508704662322998,577.9081635051451,53.26238544165544,0.0,0.0,0,4.8,1,,151.34463276836158,150.0,11.0,255.0,26788.0,43.9477981531091,0.14030240773312444,0.8474322373730794
ID1511828,1511828,0,4.439611434936523,578.7738889145728,53.32594422240526,0.0,60.0,1,4.8,1,,152.29943502824858,151.0,73.0,225.0,26957.0,32.91890258508424,0.13414962838108788,1.0944654549705444
ID1522068,1522068,0,1.8103241920471191,579.4008459756694,52.87218615710185,0.0,2880.0,48,4.8,1,,122.51977401129943,122.0,81.0,169.0,21686.0,17.355275067711013,0.06704809241282476,0.8871705441742079
ID1515665,1515665,0,2.24308705329895,579.339225367445,52.18047064286984,0.0,1560.0,26,4.8,1,,128.2090395480226,128.0,71.0,209.0,22693.0,23.225581695514496,0.08744199094417303,0.8877608337459583
ID1512720,1512720,0,2.555619239807129,580.1159577101143,51.6721629980472,0.0,1020.0,17,4.8,1,,135.85310734463278,135.0,48.0,213.0,24046.0,31.22882744492664,0.06662280193084931,0.5434454088972024
ID1510943,1510943,0,3.084662437438965,580.5232989743819,52.14095126858448,0.0,660.0,11,4.8,1,,137.88135593220338,136.0,84.0,197.0,24405.0,22.66712032009243,0.1069174149122909,1.1750934916166889
ID1517980,1517980,0,2.7738609313964844,587.779820422719,47.78563409935153,0.0,2040.0,34,4.8,1,,156.5310734463277,156.0,100.0,205.0,27706.0,22.09973250250045,0.08265799454229297,1.0815263856245216
ID1520028,1520028,0,2.00754976272583,579.2658969562852,51.219050222441346,0.0,2160.0,36,4.8,1,,124.3954802259887,123.0,61.0,189.0,22018.0,21.872605892908183,0.06659777126052355,0.7102203180972755
ID1520922,1520922,0,4.1265716552734375,582.019212191068,49.10132340757915,0.0,2760.0,46,4.8,1,,170.62146892655366,170.0,120.0,224.0,30200.0,21.43563812721478,0.15048623440363362,2.08229666644602
ID1507993,1507993,0,4.091838359832764,578.1451492877986,53.02377204195388,0.0,120.0,2,4.8,1,,149.28813559322035,145.0,77.0,234.0,26424.0,30.99232906234675,0.11607181354454206,1.001926135323434
ID1513607,1513607,0,2.2379941940307617,580.2945684204477,52.31958533641166,0.0,1320.0,22,4.8,1,,128.92090395480227,129.0,58.0,192.0,22819.0,23.548655223060727,0.0775436641592356,0.7879500140581626
ID1516550,1516550,0,2.408643960952759,579.4453844976175,51.42686914816371,0.0,1740.0,29,4.8,1,,131.89830508474577,131.0,93.0,198.0,23346.0,20.403343293820384,0.0894322616835332,1.0613578969554955
ID1523206,1523206,0,1.816400170326233,580.2273693496634,52.30106004814785,0.0,3000.0,50,4.8,1,,126.15254237288136,127.0,88.0,173.0,22329.0,18.216638460349074,0.06199667368030965,0.8085427667585164
ID1517701,1517701,0,4.28659725189209,588.6714227621692,56.235391607354956,0.0,1920.0,32,4.8,1,,168.12994350282486,169.0,94.0,232.0,29759.0,27.176403043507317,0.13353869643060495,1.4576520570328102
ID1509764,1509764,0,3.8185558319091797,578.7067054696862,52.37036126242099,0.0,300.0,5,4.8,1,,142.4689265536723,138.0,80.0,217.0,25217.0,31.845871636971072,0.10884166785757468,0.8782590997196046
ID1519745,1519745,0,1.6446539163589478,578.7648970031216,51.19086700771777,0.0,2520.0,42,4.8,1,,123.0,125.0,63.0,175.0,21771.0,22.894520980118603,0.051989705008909114,0.5310182037861717
ID1518863,1518863,0,1.9015438556671143,579.4981615844708,51.97898126825447,0.0,2460.0,41,4.8,1,,123.21468926553672,121.0,77.0,181.0,21809.0,21.12165005820579,0.0705836111354473,0.7692153135844662
ID1524616,1524616,0,2.1902475357055664,578.9007455956889,51.5501635950609,0.0,3300.0,55,4.8,1,,130.1129943502825,129.0,70.0,183.0,23030.0,22.64721286697358,0.07285298463584022,0.7802666413941943
ID1513011,1513011,0,2.515387535095215,579.7968529611804,51.64209272447242,0.0,960.0,16,4.8,1,,136.66666666666666,138.0,69.0,200.0,24190.0,26.358685533051588,0.06467580946198163,0.6299315133088265
ID1519155,1519155,0,1.535785436630249,579.3272551901587,52.04140843529814,0.0,2280.0,38,4.8,1,,122.32768361581921,120.0,54.0,230.0,21652.0,29.27931653898775,0.054553633487170246,0.43226375529189454
ID1513904,1513904,0,2.739678382873535,579.8385310568441,51.580666385775764,0.0,1380.0,23,4.8,1,,132.24858757062148,129.0,77.0,214.0,23408.0,24.814431988774725,0.08685693060112676,0.8518218941732094
ID1509178,1509178,0,3.916477680206299,578.2823931180928,52.22245689558318,0.0,240.0,4,4.8,1,,144.58757062146893,142.0,75.0,219.0,25592.0,27.602175129969304,0.1293368327650511,1.199820777098966
ID1512122,1512122,0,3.768994092941284,579.6048269425443,52.28501435808876,0.0,360.0,6,4.8,1,,144.92090395480227,142.0,78.0,212.0,25651.0,29.666411663637433,0.11046728539273558,0.9719052414815735
ID1515962,1515962,0,1.672353982925415,579.4968185728667,51.61268505081237,0.0,1620.0,27,4.8,1,,123.57627118644068,123.0,46.0,199.0,21873.0,27.553173833329566,0.04497138673083491,0.3860337990812343
ID1523770,1523770,0,1.8128269910812378,578.997727486987,52.21689788608908,0.0,3120.0,52,4.8,1,,125.52542372881356,125.0,82.0,194.0,22218.0,19.553849829210044,0.06817539501204184,0.819434998936272
